ResultIdentifier,ActivityIdentifier,DataLoggerLineName,SampleDateTime,DetectionConditionName,CharacteristicName,SampleFractionTypeName,ResultMeasureValue,ResultMeasureUnitCode,ResultStatusName,StatisticalBaseCode,ResultValueTypeName,WeightBasisName,TimeBasisName,TempBasisName,ParticleSizeBasisText,ResultCommentText,BiologicalIntentName,BiologicalIndividualIdentifier,TaxonName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GrpSumCntWeightMeasureValue,GrpSumCntWeightMeasureUnitCode,AnalyticalMethodIdentifier,AnalyticalMethodContext,LaboratoryName,DetectQuantLimitTypeName,DetectQuantLimitMeasureValue,DetectQuantLimitMeasUnitCode,LastChangeDate,MethodSpeciationCode,OrganizationIdentifier,DepthHeightMeasureValue,DepthHeightMeasureUnitCode,FrequencyClassDescriptorCode,FrequencyClassDescrUnitCode,FrequencyClassLowerBoundValue,FrequencyClassUpperBoundValue,FunctionalFeedingGroupName,ResultMeasureQualifierCode,SamplingPointName,TaxonCellFormCode,TaxonCellShapeCode,TaxonHabitCode,TaxonPollutionTolerance,TaxonPollutionToleranceScale,TaxonVoltinismCode,TrophicLevelName,SubmitData
1121647,CHALATH2_20211008_2021Sum_TS,21119057,NULL,NULL,"Temperature, water",NULL,10.4389,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121648,LOSTTH1_20210727_2021Sum_TS,21119070,NULL,NULL,"Temperature, water",NULL,15.8596,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121649,ROCKTH1_20210926_2021Sum_TS,20386552,NULL,NULL,"Temperature, water",NULL,12.219,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121650,GOODTH2_20210824_2021Sum_TS,21119081,NULL,NULL,"Temperature, water",NULL,11.0548,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121651,WINFLDTH2_20210526_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,9.43531,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121652,CHALATH2_20210810_2021Sum_TS,21119057,NULL,NULL,"Temperature, water",NULL,17.951,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121653,NFWINFDTH1_20211007_2021Sum_TS,21119068,NULL,NULL,"Temperature, water",NULL,9.79997,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121654,SNIDERTH1_20210617_2021Sum_TS,20386526,NULL,NULL,"Temperature, water",NULL,9.312,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121655,WTWINTH2_20210830_2021Sum_TS,20651388,NULL,NULL,"Temperature, water",NULL,12.8244,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121656,COTTOTH1_20211005_2021Sum_TS,10699494,NULL,NULL,"Temperature, water",NULL,10.394,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121657,WPOLETH1_20210706_2021Sum_TS,20386528,NULL,NULL,"Temperature, water",NULL,12.815,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121658,WINFLDTH1_20210711_2021Sum_TS,20651395,NULL,NULL,"Temperature, water",NULL,13.35,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121659,SIXMILETH1_20210628_2021Sum_TS,10699431,NULL,NULL,"Temperature, water",NULL,16.5975,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121660,ANDERTH1_20210822_2021Sum_TS,21119072,NULL,NULL,"Temperature, water",NULL,14.7013,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121661,SIXMILETH1_20210610_2021Sum_TS,10699431,NULL,NULL,"Temperature, water",NULL,9.805,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121662,CEDARTH2_20210713_2021Sum_TS,10699459,NULL,NULL,"Temperature, water",NULL,13.4235,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121663,HOHTH5_20210930_2021Sum_TS,10699495,NULL,NULL,"Temperature, water",NULL,8.50813,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121664,WINFLDTH2_20210625_2021Sum_TS,20651384,NULL,NULL,"Temperature, water",NULL,13.3963,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121665,OWLTH2_20210620_2021Sum_TS,20651393,NULL,NULL,"Temperature, water",NULL,10.3469,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121666,HOHTH2_20210904_2021Sum_TS,10598990,NULL,NULL,"Temperature, water",NULL,13.185,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121667,MCQUARYTH1_20210809_2021Sum_TS,10699488,NULL,NULL,"Temperature, water",NULL,15.796,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121668,HOHTH3_20210830_2021Sum_TS,21119078,NULL,NULL,"Temperature, water",NULL,14.8193,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121669,EPOLETH1_20210813_2021Sum_TS,10598988,NULL,NULL,"Temperature, water",NULL,17.2411,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121670,ELKTH2_20210604_2021Sum_TS,20651383,NULL,NULL,"Temperature, water",NULL,12.8214,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121671,HOHTH3_20210922_2021Sum_TS,21119078,NULL,NULL,"Temperature, water",NULL,14.4608,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121672,MAPLETH2_20210703_2021Sum_TS,20386529,NULL,NULL,"Temperature, water",NULL,13.4277,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121673,HOHTH5_20210628_2021Sum_TS,10699495,NULL,NULL,"Temperature, water",NULL,8.543,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121674,SNIDERTH1_20210629_2021Sum_TS,20386526,NULL,NULL,"Temperature, water",NULL,11.972,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121675,BRADENTH2_20210827_2021Sum_TS,21119056,NULL,NULL,"Temperature, water",NULL,13.4787,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121676,COTTOTH1_20210809_2021Sum_TS,10699494,NULL,NULL,"Temperature, water",NULL,11.346,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121677,BRADENTH1_20211004_2021Sum_TS,21119055,NULL,NULL,"Temperature, water",NULL,11.0655,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121678,ALDERTH1_20210625_2021Sum_TS,20386553,NULL,NULL,"Temperature, water",NULL,15.8813,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121679,COTTOTH1_20210629_2021Sum_TS,10699494,NULL,NULL,"Temperature, water",NULL,13.5199,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121680,ROCKTH1_20210718_2021Sum_TS,20386552,NULL,NULL,"Temperature, water",NULL,14.29,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121681,WTWINTH1_20210804_2021Sum_TS,20386534,NULL,NULL,"Temperature, water",NULL,9.23886,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121682,HOHTH4_20210805_2021Sum_TS,21119084,NULL,NULL,"Temperature, water",NULL,10.8618,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121683,HOOTTH1_20210928_2021Sum_TS,10699502,NULL,NULL,"Temperature, water",NULL,9.657,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121684,BRADENTH1_20210706_2021Sum_TS,21119055,NULL,NULL,"Temperature, water",NULL,13.2749,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121685,SFHOTH1_20210829_2021Sum_TS,10699514,NULL,NULL,"Temperature, water",NULL,10.271,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121686,CANYOTH1_20210603_2021Sum_TS,10699480,NULL,NULL,"Temperature, water",NULL,12.992,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121687,CHALATH2_20210810_2021Sum_TS,21119057,NULL,NULL,"Temperature, water",NULL,18.757,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121688,HOHTH3_20210924_2021Sum_TS,21119078,NULL,NULL,"Temperature, water",NULL,12.5885,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121689,WTWINTH2_20210602_2021Sum_TS,20651388,NULL,NULL,"Temperature, water",NULL,13.6181,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121690,ALDERTH1_20210820_2021Sum_TS,20386553,NULL,NULL,"Temperature, water",NULL,13.81,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121691,ELKTH2_20210926_2021Sum_TS,20651383,NULL,NULL,"Temperature, water",NULL,11.8091,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121692,ALDERTH1_20210826_2021Sum_TS,20386553,NULL,NULL,"Temperature, water",NULL,12.871,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121693,GOODTH2_20210930_2021Sum_TS,21119081,NULL,NULL,"Temperature, water",NULL,11.854,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121694,LOSTTH1_20210815_2021Sum_TS,21119070,NULL,NULL,"Temperature, water",NULL,16.2044,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121695,CANYOTH1_20210919_2021Sum_TS,10699480,NULL,NULL,"Temperature, water",NULL,12.7229,deg C,Final,7DADM,Calculated,NULL,7 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121696,WINFLDTH1_20210824_2021Sum_TS,20651395,NULL,NULL,"Temperature, water",NULL,12.8995,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121697,WINFLDTH1_20210707_2021Sum_TS,20651395,NULL,NULL,"Temperature, water",NULL,15.6559,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121698,WPOLETH1_20210709_2021Sum_TS,20386528,NULL,NULL,"Temperature, water",NULL,12.074,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121699,LOSTTH1_20210912_2021Sum_TS,21119070,NULL,NULL,"Temperature, water",NULL,13.1886,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121700,GOODTH2_20210702_2021Sum_TS,21119081,NULL,NULL,"Temperature, water",NULL,15.0231,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121701,ELKTH1_20210911_2021Sum_TS,21119061,NULL,NULL,"Temperature, water",NULL,11.4516,deg C,Final,Daily Maximum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121702,LINETH1_20210602_2021Sum_TS,20651389,NULL,NULL,"Temperature, water",NULL,10.54,deg C,Final,Daily Minimum,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
1121703,HOHTH1_20210614_2021Sum_TS,20386537,NULL,NULL,"Temperature, water",NULL,11.3532,deg C,Final,Mean,Calculated,NULL,1 Day,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:08.0,NULL,HOHTRIBE_WQX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
